Session ID,Session Code,Title,Session Type,Level,Format,Speaker Names,Last Update
83770,THR2173,The ABCs of WVD migration,Theater: 20 Minute,Intermediate (200),Partner Led Session,,2019-09-17T23:45:28Z
82867,THR3117,The evolution of Windows feature update deployment ,Theater: 20 Minute,Advanced (300),Session,,2019-09-17T23:40:12Z
81241,THR1047,The new Microsoft Project: Built for teams,Theater: 20 Minute,Foundational (100),Session,,2019-09-17T23:40:12Z
81246,THR1048,The new Microsoft Project: Built for teams,Theater: 20 Minute,Foundational (100),Session,,2019-09-17T23:40:12Z
83013,THR3090,Third-party single sign-on in Office add-ins: Admin consent GA,Theater: 20 Minute,Advanced (300),Session,,2019-09-18T06:15:12Z
79725,THR3048,Threats in the wild: Detecting on-premises threats with Azure Advanced Threat Protection,Theater: 20 Minute,Advanced (300),Session,,2019-09-17T23:40:12Z
83902,THR2147,Three ways to build bots with Azure AI that can make you a hero in your organization,Theater: 20 Minute,Intermediate (200),Session,,2019-09-17T23:45:28Z
83939,THR3128,Time series and machine learning with Azure Data Explorer,Theater: 20 Minute,Advanced (300),Session,Manoj Raheja,2019-09-17T23:45:28Z
83912,THR1080,"Tools, templates, and teamwork: Using Microsoft Teams to drive adoption",Theater: 20 Minute,Foundational (100),Session,,2019-09-17T23:45:28Z
81186,THR3068,Top five best practices to accelerate your deployment of Microsoft Information Protection solutions,Theater: 20 Minute,Advanced (300),Session,Nishan DeSilva,2019-09-17T23:40:12Z
83222,MSI11,Top five new features of Windows Server 2019,Theater: 20 Minute,Advanced (300),Session,,2019-09-17T23:40:12Z
81181,THR2097,Top new information protection capabilities announced at Microsoft Ignite,Theater: 20 Minute,Intermediate (200),Session,Gagan Gulati,2019-09-17T23:40:12Z
79352,THR1081,Top ten reasons why you should break up with Chrome,Theater: 20 Minute,Foundational (100),Session,Wale Martins,2019-09-17T23:40:12Z
83012,THR3095,Unified PowerShell experience for Microsoft Graph - preview,Theater: 20 Minute,Advanced (300),Session,,2019-09-17T23:40:12Z
83420,THR2122,Unify Microsoft Teams across tenants to accelerate M&As and cloud consolidations,Theater: 20 Minute,Intermediate (200),Partner Led Session,Dennis Rothmel,2019-09-17T23:40:12Z
79816,THR3056,Unleash the hunter in you: Advanced hunting in Microsoft Defender ATP,Theater: 20 Minute,Advanced (300),Session,Hadar Feldman,2019-09-17T23:40:12Z
81139,THR2095,Unlock the power of data driven diagramming with Microsoft Excel and Visio,Theater: 20 Minute,Intermediate (200),Session,,2019-09-17T23:40:12Z
83972,THR3129,Unlocking AI insights from your video using Video Indexer,Theater: 20 Minute,Advanced (300),Session,Anika Zaman,2019-09-17T23:45:28Z
83941,THR3118,"Unparalleled ways that Microsoft makes data sharing flexible, safe, and astonishingly simple",Theater: 20 Minute,Advanced (300),Session,,2019-09-17T23:45:28Z
83949,THR2174,Using Azure Sentinel to supercharge your threat hunting,Theater: 20 Minute,Intermediate (200),Session,Pete Bryan,2019-09-17T23:45:28Z
83964,THR2175,Using HPC Cache to reduce latency,Theater: 20 Minute,Intermediate (200),Session,,2019-09-18T05:15:19Z
83873,THR2148,What's new in Azure Data Studio notebooks,Theater: 20 Minute,Intermediate (200),Session,,2019-09-17T23:45:28Z
79040,THR3039,What's new in the Office Customization Tool,Theater: 20 Minute,Advanced (300),Session,,2019-09-17T23:40:12Z
83938,THR3119,What's new with Azure Data Lake Storage,Theater: 20 Minute,Advanced (300),Session,Raji Easwaran,2019-09-17T23:45:28Z
83738,THR3092,What’s new and what's next in Power BI embedded analytics,Theater: 20 Minute,Advanced (300),Session,,2019-09-17T23:45:28Z
81736,THR2109,What’s new in Azure Active Directory Identity Protection,Theater: 20 Minute,Advanced (300),Session,Adam Stoffel;Jose Rojas,2019-09-17T23:40:12Z
79039,THR3038,What’s new in Office cloud policy service,Theater: 20 Minute,Advanced (300),Session,,2019-09-17T23:40:12Z
83491,THR2119,"Why devices matter: Get the best collaboration experience on Microsoft Teams, end-to-end",Theater: 20 Minute,Intermediate (200),Partner Led Session,,2019-09-17T23:40:12Z
83539,THR2123,Why enterprises are moving from Oracle to Azure Postgres,Theater: 20 Minute,Intermediate (200),Session,,2019-09-18T15:36:34Z
81669,THR3028,Windows 10 in S mode: The complete trusted device experience,Theater: 20 Minute,Advanced (300),Session,,2019-09-17T23:40:12Z
83945,THR2176,Windows Admin Center: Better together with System Center and Microsoft Azure,Theater: 20 Minute,Intermediate (200),Session,Sameul Li,2019-09-17T23:45:28Z
79790,THR2008,You do meetings? So do we! Come see new meeting features in Outlook on the web!,Theater: 20 Minute,Intermediate (200),Session,,2019-09-17T23:40:12Z
